hospital_id,hospital_name,address,district,state,latitude,longitude,contact,specialties,facilities,emergency_services,hospital_category,total_num_beds,number_doctor
15539,Dr. L H Hiranandani Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.137485,72.917394,+91-9722772047,"Anaesthesia, Cardiology, Critical Care, Dermatology, DermoCosmetology, Endocrinology, General Medicine, Nephrology, Neurology, Pulmonology, Psychiatry, Paediatrics, Neonatology, Bariatric Surgery, ENT, Liver Transplant And Surgery, Neurosurgery, Gastrointestinal Surgery, Minimally Invasive and General Surgery, Ophthalmology, Advanced Orthopaedics - Joint Replacement, Sports Medicine, Spine Surgery And Pediatric Orthopaedics, Urology, Paediatric Surgery, Cardiovascular Thoraic Surgery, Reconstructive Surgery, Hair Restoration And Transplant.","Minor Gynecology cases,\nCataracts,\nMinor surgical cases,\nChemotherapy patients,\nBlood Transfusion,\nPain Clinic Patients, Outpatient Department Complex, Pharmacy, Ambulance Services, General Stores, ATM Services, Cafeteria, Family Lounge, Auditorium And Multi-Purpose Hall, Gymnasium.",yes,government,233,37
15540,P D Hinduja National Hospital and Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.03749,72.839064,+91-7211591571,"Allergy, Anesthesiology,\nCancer Chemotherapy,\nCancer Radiation Therapy, Cancer Surgery, Cancer Urology, Cardiology, Cardiovascular and Thoracic Surgery, Clinical Genetics, Clinical Haematology and BMT, Dental, Dental Implant Clinic, Dermatology, Diabetic Foot Surgery, Endocrinology,\nENT, Gastroenterology,\nGastroenterology Surgery,\nGeneral Medicine, General Surgery, Gynaecology\nImaging, Interventional Radiology, IVF and Infertility,\nLab Medicine, Mindful Eating Workshop, Minimal Access Surgery, Nephrology,\nNeurology, Neurosurgery,\nNuclear Medicine, Ophthalmology, Orthopaedics, Pain Management, Pediatric Nephrology, Pediatric Neurology,\nPediatric Neuro-Rehabilitation,\nPediatric Surgery, Pediatrics,\nPhysiotherapy, Plastic Surgery,\nPsychiatry, Pulmonary Medicine,\nRheumatology, Tobacco Cessation Clinic, Urology,\nVascular Surgery, Vulva Clinic.","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,government,244,39
15541,Holy Spirit Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.122968,72.864139,+91-8565020559,"Chest Physician, Pediatrics, Clinical Psychologist, Psychiatry, Obstetrics and Gynecology, E.N.T, Orthopedic and Arthroscopy, eneral Surgery, Dermatology, Ophthalmology, General Medicine, Endocrinology, Neurology, Gastroenterology,\nNeuro Surgery, Nephrology,\nDiabetology, Cardiology,\nCardio-Vascular Surgery,\nPlastic Surgery, Rheumatology,\nPediatric Nephrology, Vitreo Retinal Surgery, Oculoplastic Surgery, Onco  Medicine,\nOnco - Surgery, Onco - Radiation, Urology, Physiotherapy, Homeopathy, Pastoral Care.","The Hi-tech Blood Bank and Component Separation Unit, Provide routine and emergency grouping and cross matching services, Pharmacy, Well equipped and experience team of Doctors and Nurses round the clock, Haemo-dialysis machine, Facility for night stays for patient's relatives, There is a comfortable waiting area outside the ICU and also rest room facility separate for males and females.",yes,government,350,56
15542,Lilavati Hospital and Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.051572,72.834631,+91-9015927128,"Anesthesiology, Headache and Migraine Clinic, Audiology and Speech therapy, Infectious diseases, Cardiology, Internal Medicine, Chest Medicine, Nephrology, Chronic Pain Management, Neurology, Dental, Oncology, Dermo Cosmetology, Pediatrics, Diabetology and Endocrinology, Psychiatry, Psychology, Neuropsychology,\nGastroenterology, Rheumatology, Haematology,\nSleep Medicine, Hair Transplant.\n","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,private,314,50
15543,Fortis Hiranandani Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.750139,73.042066,+91-9437845121,"Anaesthesiology, Cardiology, Clinical Nutrition and Dietetics, Critical Care, Dentistry and Maxillo-Facial Surgery, Dermatology, Emergency Medicine, ENT, Endocrinology, Foetal Medicine, Gastroenterology and Hepatology, Gastrointestinal and Hepatobilliary Surgery, General and Laparoscopic Surgery, Haematology, Internal Medicine, Mental Health and Behavioural Sciences, Minimal Access Surgery, Nephrology, Neurology, Neurosurgery, Obstetrics and Gynaecology, Oncology, Ophthalmology, Organ Transplantation, Orthopaedics and joint replacement, Paediatrics and Neonatology, Plastic / Cosmetic Surgery, Pulmonology / Respiratory Medicine, Radiology, Rheumatology, Sports Medicine, Urology.","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,private,149,23
15544,Jaslok Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.968198,72.807265,+91-8842576217,"A.K.D/K.T.R, Accupressure, Anesthesiology, Arthoscopy and Joint Surgery, Assisted Reproduction and Genetics (IVF), Bariatric Surgery, C.T.SCAN, Cardiology, Cardiovascular and thoracic surgery, Chest Diseases, Clinical Neurophy, Electromyography (EMG), Electroencephalography (EEG), Colorectal, Colposcopy, Critical Care Medicine, Dental Surgery, Dermatology, DSA (DIGITAL SUBSTRACTION ANGI, Endocrinology, ENT, Gastroenterology, General Medicine, General Surgery, Gynaecologicale Endoscopy, Haematology, Headache Clinic, Hepatobillary Surgery, Histopathology, Hyperbaric (HBOT), I.C.U, Imaging Intervention and Radiology, Internal Medicine, Interventional Pulmonology, Laparoscopic Surgery, Molecular Medicine and Biology, MRI, Neonatology, Nephrology, Neurology / Paed / Epileptolog, Neurosciences, Neurosurgery, Nuclear Medicine, Obstretrics and  Gynaecology, Onco-Haematology Dept., Oncosurgery, Ophthalmology, Orthopedic and Trauma, Paediatrics Surgical, Pathology, Pediatrics and Neonatology, Physiotherapy, Plastic Surgery, Psychiatry, Psychologist, Radiation Oncology, Radioimmumoassay (RIA), Rheumatology and Arthiritis, Speech Audio Therapy, Spine Surgery, Stereotactic and Functional Neurosurgery Department, STRES MGT/MOTIV-CSLG/YOG THP, Surgical Gastroentrology, Ultrasound, Urology And Renal Transplantation, X-Ray Radiology.","Admission Procedure, Blood Bank, Casualty, Day Care, Diagnostic Services, Discharge Procedure, General Payment, Guidelines, Health Check up, Hospital Timings, OPD-Schedule, Other Facilities, Patient Rights, Rooms Photograph, Tariffs, Visitor Timings, Airport Pick up, Ambulance service,\nTranslator, Co-ordinator for appointments, Locker facilities, Cuisine to suit palate",no,private,364,58
15545,Fortis Hospital Mulund,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.191819,72.834875,+91-6891365279,"Anaesthesiology, Cardiology, Clinical Nutrition and Dietetics, Critical Care, Dentistry and Maxillo-Facial Surgery, Dermatology, Emergency Medicine, ENT, Endocrinology, Foetal Medicine, Gastroenterology and Hepatology, Gastrointestinal and Hepatobilliary Surgery, General and Laparoscopic Surgery, Haematology, Internal Medicine, Mental Health and Behavioural Sciences, Minimal Access Surgery, Nephrology, Neurology, Neurosurgery, Obstetrics and Gynaecology, Oncology, Ophthalmology, Organ Transplantation, Orthopaedics and joint replacement, Paediatrics and Neonatology, Plastic / Cosmetic Surgery, Pulmonology / Respiratory Medicine, Radiology, Rheumatology, Sports Medicine, Urology.","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,private,300,48
15546,Zynova Heart Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.088904,72.907247,+91-6613847259,"Cardiology, Cardiac Surgery, Vascular Center, Heart Vessels","A five-bed holding room admits patients who are in need of urgent or emergency procedures without delay.A dedicated cardiac interventional unit is staffed by attending physicians, physician assistants and nurses familiar with the specific needs of patients undergoing catheterization.This setting fosters optimal patient education before and after the procedure.Patients learn about their specific disease, risk factors, treatment and prevention strategies, and necessary lifestyle changes",no,private,90,14
15547,Sushrut Hospital and Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.055281,72.889208,+91-9537103370,"Gastroenterology, Cardiac Care, Diabetology, ENT, Orthopedic, Nephrology, Plastic Surgery, Physiotherapy, Radiology, Urology, Oncology.","T.V, Phone, Refrigerator, Safe Vault, Couch/Sofa with pillow\nSpecial Diet.",yes,private,101,16
15548,Suruchi Eye Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.151289,72.998557,+91-7790769132,"Comprehensive Eye Checkup, Cataract - 2.2 MICS, Retina and Diabetic Eye Care, Glaucoma, Paediatric Ophthalmology and Squint, Cornea and Oculoplasty, Contact Lenses, Optical Services (Glasses), Reimburse Mediclaim,","Zeiss Microscope (Germany), Modern Operation Theatre with LAMINAR AIRFLOW, Motorized Operation table, Hepa filters and Highspeed Foggers, Comfortable waiting area and recovery area, Dedicated Operation Theatre Team, RTVue SPECTRAL DOMAIN 3D OCT( OPTOVUE USA ), C3R FOR KERATOCONUS, YAG LASER.",no,private,112,17
15549,Surana Hospital and Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.169736,72.870724,+91-6929766978,"Urology, Cancer, Neonatalogy,\nPediatric Surgery, Laparoscopic Surgery, Gynaecology,\nDiabetology and Endocrinology,\nCosmetology, Plastic Surgery,\nCritical Care Medicine and Intensive Care, cardiology and Cardiac surgery.","Rooms and Wards, Radiology,\nPathology, OT Complex,\nCath Lab, ICCU,\nMedical Records - MRD,\nIn Patients Services,\nOut Patients Services,\nPharmacy, Ambulance,\nHealth Check Ups,\nDiagnostic, Dialysis Centre.",yes,private,123,19
15550,Smt.S.R.Mehta and Sir K.P.Cardiac Institute,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.218781,72.984868,+91-8536081992,"Orthopaedic, cardiology","2D Echo Colour Doppler, Stress Test (TMT), Ultra Sonography,\n Holter Monitoring (24 Hours and 48 Hours), Ambulatory BP (24 Hours),\n Cardiac Health check up package at very competitive rates, ECG and BP Check-up, Physiotherapy, Pathology, Blood Bank, lndoor Patient Care, ICU.",no,private,134,21
15551,Global Hospital Super Speciality and Transplant Center,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.159927,72.969227,+91-6561619778,"Anaesthesiology, Arthroscopy and Sports Medicine, Bariatric Surgery, Cardiology, Cardiothoracic and Vascular Surgery, Critical Care, Dermatology, Gynecology, ENT, Hepatology, Liver Transplantation, Medical Gastroenterology, Medical Oncology, Neurology, Neurosurgery,\nOrthopaedics and Joint Replacement, Plastic Surgery, Pulmonology, Rheumatology, Spinal Surgery, Urology","Equipped with emergency operation theatre, triage room, trauma bay, transit ward, pneumatic system for blood investigation, and shock room that is exclusively meant for cardiac arrest patients for CPR (Cardiopulmonary resuscitation), the Emergency Department can deal with all Environmental emergencies like burns /drug abuse/ poisoning as well as treatment of mass causalities and disaster victims.",yes,private,145,23
15552,Hinduja Healthcare Surgical,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.068523,72.835248,+91-6433123003,"Anesthesia, Cardiology and Interventional Cardiology,\nCardiovascular Thoracic Surgery,\nDermatology, Endocrinology,\nENT, Foetal Medicine and Clinical Genetics, Gastroenterology,\nGynaecology and Obstetrics,\nHematology and Hemato Oncology, Internal Medicine,\nLaboratory Medicine,\nLactation, Nephrology,\nNeurology, Neurosurgery,\nOncology, Ophthalmology,\nOrthopaedics, Paediatric Surgery,\nPaediatrics and Neonatology,\nPain Management, Physiotherapy, Plastic Surgery,\nPsychiatry, Pulmonary Medicine,\nRadiology, Rheumatology,\nSurgery, Urology","In-Patient Services, Out-Patient Services, Room Options, Car Parking/Valet Parking, Mother and Child Care, Terrace, Your Comfort Matters, Technical Expertise",no,private,156,24
15553,Hira Mongi Navneet Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.170973,72.950597,+91-6674088564,"Audiology, Ophthalmology, Dental, Cosmetic, Orthopaedic, Kidney Dialysis, Endoscopy and Gastroneterology, Hip and Knee Joint Replacement Surgery, Non invasive cardiologist, Nephrologists, Neurologist, Radiologist, Breast Cancer, Bone Cancer, Sports Medicine, Cosmetic Surgery, Plastic Surgery, Geriatrics","ICU, ICCU, Colour Doppler and 2D Echo, Fully-equipped Physiotherapy Department, Laproscopy, Colonoscopy, Bronchoscopy and ERCP, Full Medical Checkup, 120 bedded (General ward beds for Male Patients  General ward beds for Female Patients- Special ward beds (Twin Sharing)  Special Single rooms  Special AC Single room.Multi Speciality Hospital with state-of-the Art Infrastructure providing most modern and quality Medical facilities along with up-to-date Ancillary services and backed up by the services of Professionals of high Caliber, Extensive Training and Proven Experience.",yes,private,120,19
15554,Jaslok Hospital And Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.968198,72.807265,+91-9086367948,"General Surgery, Anesthesiology, Dermatology, Endocrinology, Gastroenterology, Haematology, Hepatobillary Surgery, Hepatobillary Surgery, Obstretrics and Gynaecology, Oncosurgery, Orthopedic and Trauma, Physiotherapy, Spine Surgery, Arthoscopy and Joint Surgery, Chest Diseases, Cardiology, Bariatric Surgery, Colorectal, Plastic Surgery","Admission Procedure, Casualty, Diagnostic Services, General Payment, Health Check up, OPD-Schedule, Patient Rights, Tariffs, Blood Bank, Day Care, Visitor Timings",no,private,178,28
15555,Joy Hospital Pvt Ltd,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.109568,72.825288,+91-8353868206,"OGD Scopy, Appendix Procedure, Bariatric Surgery, Gall Bladder, ERCP, Colonoscopy, Gastrointestinal and Laparoscopic, Bariatric Surgery","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,189,30
15556,Jupiter Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.07495,72.867693,+91-8292084254,"Anesthesiology, Cardiology and Cardiac Surgery, Paediatric Surgery, Orthopaedics (Bones and Joints), Physiotherapy, Rheumatology, Neurology (Brain), Neuro Surgery, Nephrology (Kidney), Endocrinology, Haematology, Psychology, Immunisation.","Six Operation Theatres, four of which are equipped to handle all Cardiac cases, 53 bedded Intensive Care Unit with state of art equipments, Complete range of Invasive and Interventional Cardiology, Best in class cardiac diagnostic equipment - Digital Flat Panel Cardiac Catheterisation Lab and Non-Invasive Cardiac Imaging Lab, 1:1 nurse to patient ratio in ICUs, 2D Echo Cardiograph",no,private,325,52
15557,Kapadia Multispeciality Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,32.239632,77.188715,+91-9459946553,"Orthopaedic, ENT, Diet counselling, Dental, Ophthalmologist, Gynaecologist, General Surgeon","Digital Xray, Ultrasound Sonography, Stress Test, ECG, 2d Echo, Colour Doppler, Holter Monitoring, 24 hours Pathology, Health check up programmes, Pre- Insurance Co.for providing Cashless services, Diabetic foot, 2D Echocardiography, Ultrasonography and 3D Doppler.",yes,private,30,5
15558,Kaushalya Medical Foundation Trust Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.119401,72.859989,+91-9909405966,"General Surgery, Orthopaedics, E.N.T., Ophthalmology, Gynaec.ology, Obstetrics, Urology, Rehabilitation, Geriatrics, Nutrition, Paediatrics, Obesity, Diabetology, Physiotherapy, Rheumatology.","100 beds, 4 State-of-the-art Operation Theatres, Separate Trauma Operation Theatre, ICCU, ICU, NICU-IPCU, General Wards, Double Occupancy Rooms, Single Occupancy Rooms, Dialysis, Day Care, Casualty and Trauma Center, Physiotherapy, 24 Hours accident and emergency services, X-ray, Pathology, Sonography, Color Doppler, Mammography, 2-D Echo, Stress Test, E.C.G., Audiometry, E.E.G., C.T.Scan, Advanced Endoscopy.",no,private,100,16
15559,Kkasturi Medicare Pvt Ltd,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.216088,72.966804,+91-8415424669,"Paediatrics, Orthopaedic Surgery, Nephrology, Oncology and Onco Surgery, Cardiology, Chest Medicine, OGD Scopy, General Surgery, ENT, Neurology, Urological Surgery, Paediatric Surgery, Diabetology and Diabetic foot Care, Gastroenterology, Psychiatry, Plastic and Cosmetic Surgery, Laparoscopic Surgery, Burns Management.","Pathology, Computerized Radiography, Ultrasonography, Computerised Digital X ray machine of FujiFilm make, 2D Echo, ECG, Physiotherapy and Occupational Therapy.",yes,private,50,8
15560,Kohinoor Hospitals Pvt Ltd,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.187585,72.910515,+91-6069937700,"Advance Orthopedic Care, Cancer Care, Cardiac Care, Dental Care, Dermatology, Diabetology, Dialysis, Endocrinology, Gastroenterology, Eye care, General and Minimal Invasive Surgery, Hematology, Internal Medicine, Mother and Baby Care, Nephrology, Neurosciences, Physiotherapy, Plastic and Reconstructive Surgery, Pulmonary Medicine and Sleep Study, Radiology, Rheumatology, Spine Care, Spine Care, Trauma and Critical Care, Urology","24 Hour Cardiac Ambulance, 24 Hour Radiology and Imaging with CT/MRI Scan, S.I.C.U./I.C.C.U., N.I.C.U./ P.I.C.U, Cardiac Diagnostics, 2D Echo with Colour Doppler /Stress Test /TMT, Blood Bank and Pathology Lab, Microbiology Lab, Picture Archiving and Communication System (PACS) for Speedy Diagnosis, 24 Hour Pharmacy, Ultrasonography and Colour Doppler, Dialysis Unit, State-of-the-art Operation Theatres with Laminar Air Flow, Hepa Filter and HVAC system, Custom-designed LDRP Suite, PFT, Catheterization Lab, 3, 300 Investigations - From Routine Checks to Special Tests, OPG, Sound Proof Audiometry Room, Sleep Study lab, Day Care Centre.",no,private,500,80
15561,Life Care Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.296139,72.862607,+91-6017539649,"Paediatric Orthopaedic, General and Laproscopic, Cancer, Physiotherapy, Arthoscopist, Cosmetologist and Skin Specialist, ENT, Pain Management, Urologist, Anesthetist, Homeopath, Weight Managemnent, Dietician, Gynaecologist, Skin Specialist, Nephrologist, Plastic Surgeon, Dermatologists, Radiologist and Sonologist, Gastri-Intestinal\nEndoscopists, Cardio-Vascular Thoraic, Naturopaths, Opthalmologists, Dentist, Pathologists, DM Cardiologist, Neuro-Spinal, Neurologists","TPA Insurance, Radiology and Imaging, X-ray, MRI, CT scan, Transfusion Medicine, blood products 24 x 7, Hematology, Well equipped O.T, Uroflowmetry and Ultrasonography, Complete armamentarium of modern endo scopic and Laparoscopic instruments, Dedicated 9"" HF Digitalised C-arm image intensifier system, Hematology.",yes,private,35,5
15562,Lifeline Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.193848,72.846593,+91-9005632094,"Paediatric Orthopaedic, General and Laproscopic, Cancer, Physiotherapy, Arthoscopist, Cosmetologist and Skin Specialist, ENT, Pain Management, Urologist, Anesthetist, Homeopath, Weight Managemnent, Dietician, Gynaecologist, Skin Specialist, Nephrologist, Plastic Surgeon, Dermatologists, Radiologist and Sonologist, Gastri-Intestinal\nEndoscopists, Cardio-Vascular Thoraic, Naturopaths, Opthalmologists, Dentist, Pathologists, DM Cardiologist, Neuro-Spinal, Neurologists","TPA Insurance, Radiology and Imaging, X-ray, MRI, CT scan, Transfusion Medicine, blood products 24 x 7, Hematology, Well equipped O.T, Uroflowmetry and Ultrasonography, Complete armamentarium of modern endo scopic and Laparoscopic instruments, Dedicated 9"" HF Digitalised C-arm image intensifier system, Hematology.",no,private,46,7
