hospital_id,Hospital_Name,Address_Original_First_Line,District,State,latitude,longitude,Telephone,Mobile_Number,specialties,facilities,emergency_services,Emergency_Num,Hospital_Category,Hospital_Care_Type,Total_Num_Beds,number_doctor,Sr_No,Location_Coordinates,Location,Discipline_Systems_of_Medicine,Subdistrict,Pincode,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
,Madhav Hospital,Main Road Kagal. Kagal,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16388.0,"26.5062289, 73.5164644",Main Road Kagal. Kagal,0,0,416216,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Rukad Fracture Accident and Orthopaedic Hospital,"Vijay Arcade , Pune Banglore Road, Kagal",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16389.0,"18.5194124, 73.8661552","Vijay Arcade, Pune Banglore Road, Kagal",0,0,416216,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Dr Ghewade Nursing Home,"Near S T Stand, Ajara Road, Uttur, Tal-Ajara",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16390.0,,"Near S T Stand, Ajara Road, Uttur, Tal-Ajara,",0,0,416220,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Om Sai Hospital,"643/1-4, E, Ward ,Rukada, Chambers, First Floor, Near Hariprasad, Mangai , Karyalay , Shahupuri 2Nd Lane",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16391.0,"16.7012492, 74.2352637","643/1-4, E, Ward,Rukada, Chambers, First Floor, Near Hariprasad, Mangai Karyalay , Shahupuri 2Nd Lane, Kolhapur",0,0,416221,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Pitrubal Hospital,"Near Parvati Mandir, Tal - Karveer",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16392.0,,"Near Parvati Mandir, Tal - Karveer,",0,0,416229,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Shivshakti Hospital,A/P Vadnage Parwati Mandir Bus Stop Parwati Mandir Bus Stop,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16393.0,,A/P Vadnage Parwati Mandir Bus Stop Parwati Mandir Bus Stop,0,0,416229,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Siddhagiri Hospital,"Kagal Road, Kanheri Math",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16394.0,"16.6110498, 74.2643741","Kagal Road, Kanheri Math, Kolhapur",0,0,416234,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Ankur Eye Hospital Laser And Phaco Centre - Gadhinglaj,"Ankur Building , Doctors Colony",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16395.0,"19.0159062, 72.832028","Ankur Building, Doctors Colony",0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Bhavani Maternity And Surgical Icu,"Mahatma Phule Colony, Market Yard",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16396.0,"16.4271981, 74.580689","Mahatma Phule Colony, Market Yard,",0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Ganga Hospital,Bhadgaon Road Gadhinglaj,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16397.0,"16.2008538, 74.35983",Bhadgaon Road Gadhinglaj,0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Hattarki Hospital,"Near Jagruti High School, Bhadgaon Road, Near Sri Ram Mandir, Gadhinglaj",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16398.0,"16.226445, 74.3499691","Near Jagruti High School, Bhadgaon Road, Near Sri Ram Mandir, Gadhinglaj, Kolhapur",0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Kai. Suresh Deshpande Memo.Orthopaedic Hospital,"Ajja Daddi Colony , Gadhinglaj",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16399.0,,"Ajja Daddi Colony, Gadhinglaj Kolahapur",0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Lt Kedari Redkar Charitable Hospital and Research,"P-2, M.I.D.C Area, Sendrimal, Gadhinglaj",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16400.0,"16.226445, 74.3499691","P-2, M.I.D.C Area, Sendrimal, Gadhinglaj",0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Omkar Medical Charitable Trust (Magdum Hospital),"A/P-Gadhinglaj, Mahagaon Road, Gadhinglaj",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16401.0,"16.2274405, 74.3403208","A/P-Gadhinglaj, Mahagaon Road, Gadhinglaj",0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Pattan Shetti,Ajara Road Gadhinglaj,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16402.0,"16.122964, 74.2081881",Ajara Road Gadhinglaj,0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sai Deep Fracture and Accident Hospital,"Church Road Corner , Gadhinglaj",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16403.0,"16.226445, 74.3499691","Church Road Corner, Gadhinglaj",0,0,416502,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Tara Children Hospital - Gadhinglaj,"Doctors Colony, Gadhinglaj",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16404.0,"16.2224134, 74.3503162","Doctors Colony, Gadhinglaj,",0,0,416502,0,0,0,0,0,223100,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,K.M.D.C Hospital,"A/P-Adkur, Tal- Chandgad",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16405.0,"15.9472889, 74.1885825","A/P-Adkur, Tal- Chandgad",0,0,416509,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Aayush Hospital,"Main Rd, Omerga",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16406.0,"18.4087934, 76.5603828","Main Rd, Omerga",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Akshay Hospital,"Sanja Road, Near Bsnl, Osmanabad",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16407.0,"18.1860659, 76.0419409","Sanja Road, Near Bsnl, Osmanabad",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Ameya Hospital,"Samata Nagar, Osmanabad",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16408.0,"18.1860659, 76.0419409","Samata Nagar, Osmanabad",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Deshmukh Hospital,"Tambari Vibhag, New C. Shivaji High School,Osmanabd",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16409.0,,"Tambari Vibhag, New C. Shivaji High School,Osmanabd",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Hambire Navjat Shishu Balrugnalaya And Prajuti Graha,"Near Dr Ambedkar Statue, Old Bsnl Offuce Building, Osmanabad",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16410.0,"18.1860659, 76.0419409","Near Dr Ambedkar Statue, Old Bsnl Offuce Building, Osmanabad",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Kazi Hospital,"Samartha Nagar, Osmanabd",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16411.0,"18.1898221, 76.0435425","Samartha Nagar, Osmanabd",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Keshavraj Hospital,"Samarth Nagar, Waruda Road, Osmanabad,Maharashtra",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16412.0,"18.1918723, 76.0470458","Samarth Nagar, Waruda Road, Osmanabad",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Life Line Charitable Hospital,"Khirani Mohalla, Kuresh Nagar, Osmanabad",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16413.0,"18.1860659, 76.0419409","Khirani Mohalla, Kuresh Nagar, Osmanabad",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Parees Hospital,Dursanchar Bhavan Near 27/8 Samta Colony Road Usmanabad,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16414.0,,Dursanchar Bhavan Near 27/8 Samta Colony Road Usmanabad,0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Ram Krishna Hospital,Samarth Nagar Osmanabad,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16415.0,"18.1898221, 76.0435425",Samarth Nagar Osmanabad,0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Sanjeevan Hospital,"Shivajichowk, Osmanabad",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16416.0,"18.6688953, 76.1840165","Shivajichowk, Osmanabad",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Shreeyash Hospital,Samarth Nagar Osmanabad,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16417.0,"18.1898221, 76.0435425",Samarth Nagar Osmanabad,0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Swami Hospital,"Manik Chouk ,Osmanabad",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16418.0,"18.1939184, 76.0352018","Manik Chouk,Osmanabad",0,0,413501,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Alpha Superspeciality Hospital,"Shyam Nagar,Ambajogai Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16419.0,"18.4050333, 76.564311","Shyam Nagar,Ambajogai Road.Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Aziza Memorial Hospital and Research Centre,"Sambhaji Nagar , Khadgaon Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16420.0,"18.3979679, 76.5537105","Sambhaji Nagar, Khadgaon Road, Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Dr Sb Gugale Memorial Hospital,"R-9-993, Main Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16421.0,"18.3987126, 76.2205473","R-9-993, Main Road Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Dr. Maindarkar Paed. Hospital,"R-3 / 1246, Mitra Nagar",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16422.0,"26.896061, 75.776732","R-3 / 1246, Mitra Nagar,",0,0,413512,0,0,0,0,0,2382258683,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Gojamgunde Hospital,"Manthale Nagar,Near Market Yard",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16423.0,"18.3940016, 76.5814921","Manthale Nagar,Near Market Yard,Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Jatal Hospital,"Shyam Nagar,Ambajogai Road.",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16424.0,"18.4050333, 76.564311","Shyam Nagar,Ambajogai Road.Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Lakshmi Hospital,"Bashehwer Chowk, Kawwa Naka",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16425.0,"18.4087934, 76.5603828","Bashehwer Chowk, Kawwa Naka, Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,"Latur Medical Foundation Pvt, Ltd","Shushrut Orthopaedic Centre, C / O, Gore Hospital",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16426.0,,"Shushrut Orthopaedic Centre, C / O, Gore Hospital",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Lokmanya Medical Foundation and Research Centre Pvt,Babasaheb Paranjape Marga,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16427.0,"18.3995628, 76.5728198",Babasaheb Paranjape Marga,0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Mandade Womens Hospital,Barshi Road,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16428.0,"18.40819, 76.5383812","Barshi Road, Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Prabhavati Multi Speciality Hospital and Research Center,"New Renapur Naka, Ambajogai Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16429.0,"18.4181476, 76.5705762","New Renapur Naka, Ambajogai Road, Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Shushila Hospital Latur,"Sadbhavana Nagar, Ausa Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16430.0,"18.3911689, 76.5615835","Sadbhavana Nagar, Ausa Road, Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Smt.Laxmiben Dhanji Devshi Health Centre,Near Dongri Market Mumbai,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16431.0,"19.229882, 72.8546175",Near Dongri Market Mumbai,0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Suvaidya Maternity and Nursing Home,Prakash Complex Government Scheme Udgir,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16432.0,"18.3942882, 77.1126009",Prakash Complex Government Scheme Udgir Latur,0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Vaishnavi Netralaya,"Near Bhattad Hospital,OppositeS.T.Stand",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16433.0,"18.4087934, 76.5603828","Near Bhattad Hospital,OppositeS.T.Stand, Latur",0,0,413512,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Gunale Pediatric Hospital,"Fule Nagar, Ahmedpur",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16434.0,"18.7045536, 76.937908","Fule Nagar, Ahmedpur",0,0,413515,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Navjeevan Hospital - Ahmedpur,"Thodga Road, Ahmedpur",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16435.0,"18.7036563, 76.945914","Thodga Road, Ahmedpur",0,0,413515,0,0,0,0,0,2662822,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Dnyaneshwar Hospital,Udgir,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16436.0,"18.3942882, 77.1126009",Udgir,0,0,413517,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Udaygiri Multispeciality Hospital,"Shelhal Road , Udgir",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16437.0,"18.3715982, 77.1346669","Shelhal Road, Udgir",0,0,413517,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Vivekanand Hospital Latur,Vidya Nagar Signal Camp,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16438.0,"18.3961023, 76.5708578",Vidya Nagar Signal Camp Latur,0,0,413517,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Maeer Punes Yashwantrao Chavan Rural Hospital,"Vishwanathpuram, Ambajogai Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16439.0,"18.4349347, 76.5766749","Vishwanathpuram, Ambajogai Road",0,0,413520,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Deshmukh Accident Hospital,"Jaju Chauk,Opposite Terna Colony,Nilanga",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16440.0,,"Jaju Chauk,Opposite Terna Colony,Nilanga",0,0,413521,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Pooja Clinic,"Bhind Bhoot Complex, Bidar Road, Nilanga",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16441.0,"26.5587354, 78.7872876","Bhind Bhoot Complex, Bidar Road, Nilanga",0,0,413521,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Barmade Hospital,"19, Old Adarsh Colony, Main Ausa Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16442.0,"18.3871437, 76.560489","19, Old Adarsh Colony, Main Ausa Road, Latur",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Chiranjeev Hospital,Nandi Stop Ram Nager,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16443.0,"18.3929816, 76.5621438",Nandi Stop Ram Nager Latur,0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Deshpande Hospital,"Tilak Nagar,Shivijaji Chowak To Bus Stand Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16444.0,,"Tilak Nagar,Shivijaji Chowak To Bus Stand Road.",0,0,413531,0,0,0,0,0,244952,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Dr. S B Gugle Memorial Hospital,"Opp Ldcc Bank ,Main Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16445.0,"18.4087934, 76.5603828","Opp Ldcc Bank,Main Road, Latur",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Jatal Hospital and Research Centre,"Ambajogai Road, Shyam Nagar",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16446.0,"18.4050333, 76.564311","Ambajogai Road, Shyam Nagar, Latur",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Krishna Hospital,"Shyam Nagar, Ambejojai Road, Behind Keshavraj High School",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16447.0,,"Shyam Nagar, Ambejojai Road, Behind Keshavraj High School",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Latur Cancer and Lacoscopy Centre,"Deshpandey Colony, Nandi Stop, Jaaju Hospital Jawal, Osaa Road",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16448.0,"18.4087934, 76.5603828","Deshpandey Colony, Nandi Stop, Jaaju Hospital Jawal, Osaa Road, Latur",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,M. J. Hospital - Latur,"Barshi Road, Near Midc",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16449.0,"18.408495, 76.5410607","Barshi Road, Near Midc, Latur",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Mamta Hospital,"146/5, Near Shivaji Chowk Mitra Nagar",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16450.0,"18.3985619, 76.564732","146/5, Near Shivaji Chowk Mitra Nagar, Latur",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Planet Critical Care Centre,"R-3/1067, Tilak Nagar, Near Hotel Pooja",Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16451.0,"18.4087934, 76.5603828","R-3/1067, Tilak Nagar, Near Hotel Pooja, Latur",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
,Sahara Hospital - Latur,In Front Of S.P. Officeambajogai Road,Latur,Maharashtra,,,0,0,,,,0,0,0,0,,16452.0,,"In Front Of S.P. Officeambajogai Road,",0,0,413531,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,524.0
